Column,Value
BuildingName,TANNER COURT
BuildingName,KA FOOK COURT
BuildingName,PAK SING COURT
BuildingName,LOTUS MANSION
BuildingName,YEN PO COURT
BuildingName,CHUNG NAM MANSION
BuildingName,RUBY COURT
BuildingName,NEW WEALTH MANSION
BuildingName,FOK SING BUILDING
BuildingName,WIN TACK BLDG
BuildingName,GLEN CIRCUIT
BuildingName,KINGSFIELD MANSION
BuildingName,MARY COURT
BuildingName,WEALTHY PLAZA
BuildingName,BO SHING COURT
BuildingName,KA BO BUILDING
BuildingName,KING'S VIEW COURT
BuildingName,HUNG YAT BUILDING
BuildingName,KING'S HSE
BuildingName,BUDDHIST CHUNG WAH KORNHILL PRIMARY SCHOOL
BuildingName,TSUI NING HSE
BuildingName,YUE TAI HSE
BuildingName,TAI LUNG HSE
BuildingName,MAN HONG APARTMENTS
BuildingName,YU HING HSE
BuildingName,TWGHS LEE CHI HUNG MEMORIAL PRIMARY SCHOOL
BuildingName,NAN SHAN MANSION
BuildingName,HSIA KUNG MANSION
BuildingName,WING YUE YUEN BUILDING
BuildingName,FU DAT COURT
BuildingName,SALESIAN ENGLISH SCHOOL
BuildingName,SHAUKIWAN TSUNG TSIN CHURCH
BuildingName,YIU HING HSE
BuildingName,18 UPPER EAST
BuildingName,SUI YICK HSE
BuildingName,KAM SING MANSION
BuildingName,LU SHAN MANSION
BuildingName,ASIA ONE TOWER
BuildingName,KAM HOI BUILDING
BuildingName,HOP SHI FACTORY BUILDING
BuildingName,ELTEE BUILDING
BuildingName,SHUN KING BLDG
BuildingName,WAH SHING MANSION
BuildingName,UNION PARK TOWER
BuildingName,FOYER
BuildingName,NOVUM POINT
BuildingName,GOLDEN MAPLE COURT
BuildingName,TAI MING HSE
BuildingName,HONG SHUI HSE
BuildingName,CHAI WAN BAPTIST CHURCH
BuildingName,JAVA COMMERCIAL CENTRE
BuildingName,KIU FAI MANSION
BuildingName,GALAXY PLAZA
BuildingName,KUT SHING BUILDING
BuildingName,ANNE BLACK HEALTH CENTRE
BuildingName,YIU FU HSE
BuildingName,NEW TREND PLAZA
BuildingName,YIU MING BUILDING
BuildingName,QUARRY BAY MUNICIPAL SERVICES BUILDING
BuildingName,YIU FAI HSE
BuildingName,SIU KING BUILDING
BuildingName,AIK SAN MANSION
BuildingName,KOWAY PLAZA
BuildingName,FOK WA MANSION
BuildingName,LAI MAN COURT
BuildingName,DAIRY FARM SHOPPING CENTRE
BuildingName,NORTH POINT INDUSTRIAL BUILDING
BuildingName,SCOUT ASSOCIATION OF HONG KONG HONG KONG ISLAND NORTHERN DISTRICT
BuildingName,ENG YU EVANGELISTIC MISSION
BuildingName,YAN WING HSE
BuildingName,WELLBORNE COMMERCIAL CENTRE
BuildingName,KAI TIEN MANSION
BuildingName,THF
BuildingName,CITYPLAZA 3
BuildingName,GARLAND HOUSE
BuildingName,RAMADA HONG KONG GRAND VIEW
BuildingName,YEE HOI MANSION
BuildingName,TEMPO COURT
BuildingName,BISHOP LEI PASTORAL CENTRE
BuildingName,NGAR TSUI HSE
BuildingName,SUI MOON HSE
BuildingName,TSING WAN BUILDING
BuildingName,HOI SHUN BUILDING
BuildingName,TAI KUT HSE
BuildingName,ECHO PEAK TOWER
BuildingName,HOI AN TERRACE
BuildingName,THE SALVATION ARMY SHAUKEIWAN DAY ACTIVITY CENTRE
BuildingName,KWOK ON HOUSE
BuildingName,GILY GARDEN HOUSE
BuildingName,HARBOUR COURT
BuildingName,YUE SHUN HSE
BuildingName,MAN FU HSE
BuildingName,BIK TSUI HSE
BuildingName,SUI SHING HSE
BuildingName,WAH TONG BUILDING
BuildingName,EIGHT COMMERCIAL TOWER
BuildingName,ASIA MANSIONS
BuildingName,OI YAT HSE
BuildingName,HARBOUR GRAND HONG KONG
BuildingName,TUNG LAM COURT
BuildingName,CHONG GENE HANG COLLEGE
BuildingName,CITYPLAZA
BuildingName,HARBOUR PLAZA NORTH POINT
BuildingName,EAST HONG KONG
BuildingName,HANG TUNG RESOURCES CENTRE
BuildingName,SPLENDID PLACE
BuildingName,HKSH EASTERN MEDICAL CENTRE LI SHU FONG BUILDING
BuildingName,PRECIOUS BLOOD SECONDARY SCHOOL
BuildingName,KING FAI COURT
BuildingName,METRO HERMITAGE
BuildingName,PROSPERITY MILLENNIA PLAZA
BuildingName,LOONG WAN BUILDING
BuildingName,WORFU
BuildingName,GOLDEN PINE COURT
BuildingName,NORTH POINT VEHICULAR FERRY PIER
BuildingName,ISLAND EAST TRANSFER STATION
BuildingName,KAM MING YUEN
BuildingName,GAIN YU BUILDING
BuildingName,KINGSFIELD GARDEN
BuildingName,HANG SENG NORTH POINT BUILDING
BuildingName,ARDEN COURT
BuildingName,CHAIWAN INDUSTRIAL CENTRE
BuildingName,FORTUNE FACTORY BUILDING
BuildingName,KORNHILL PLAZA
BuildingName,CARITAS CHAI WAN MARDEN FOUNDATION SECONDARY SCHOOL
BuildingName,HING ON MANSION
BuildingName,KWUN TIEN MANSION
BuildingName,TSUI PIK HSE
BuildingName,NORTH POINT TERRACE
BuildingName,PAK LEE COURT
BuildingName,GOLDFIELD MANSION
BuildingName,HONG SHING COURT
BuildingName,SHING TSUI HSE
BuildingName,POYANG MANSION
BuildingName,CHEONG WEI INDUSTRIAL BUILDING
BuildingName,NING HING HSE
BuildingName,MING KUNG MANSION
BuildingName,VIRTUE VILLA
BuildingName,PO ON MANSION
BuildingName,KO ON MANSION
BuildingName,HENG SHAN MANSION
BuildingName,FUNG CHEONG BUILDING
BuildingName,HENG FA CHUEN LUTHERAN NURSERY
BuildingName,CNEC LAU WING SANG SECONDARY SCHOOL
BuildingName,THE CHINESE FOUNDATION SECONDARY SCHOOL
BuildingName,HON WAH COLLEGE
BuildingName,KAM CHUN HSE
BuildingName,KA WING BUILDING
BuildingName,BANK TOWER
BuildingName,BEGONIA MANSION
BuildingName,ONE ISLAND PLACE
BuildingName,HANG YING HOUSE
BuildingName,SWANHILL MANSION
BuildingName,FU FAI COURT
BuildingName,HANKING COURT
BuildingName,HUNG TO LAU
BuildingName,NGAN HANG LAU
BuildingName,PRINCE INDUSTRIAL BUILDING
BuildingName,COGNITIO COLLEGE
BuildingName,CHUANG'S HEIGHTS
BuildingName,KIU WAH BUILDING
BuildingName,CARITAS MUTUAL AID CENTRE FOR SINGLE PARENT FAMILIES
BuildingName,EMPIRE PRESTIGE CAUSEWAY BAY
BuildingName,WING YAN HSE
BuildingName,BAYVIEW PARK
BuildingName,TSUI KUNG MANSION
BuildingName,LAI LAM BUILDING
BuildingName,SEE HING LOONG INDUSTRIAL BUILDING
BuildingName,FOOK TSUI HSE
BuildingName,YIU HEI HSE
BuildingName,THE HARBOURSIDE
BuildingName,FU YAN COURT
BuildingName,GRAND VILLA
BuildingName,VICTORIA NURSERY
BuildingName,KAM KEY MANSION
BuildingName,CENTRO-SOUND INDUSTRIAL BUILDING
BuildingName,ON TSUI MANSION
BuildingName,YEE YUN MANSION
BuildingName,TAI CHOW HSE
BuildingName,CASIO MANSION
BuildingName,WAH YU COURT
BuildingName,WAI SING MANSION
BuildingName,NING ON MANSION
BuildingName,HOI FOO MANSION
BuildingName,FU KING COURT
BuildingName,7 SEAS SHOPPING CENTRE
BuildingName,PAK CHEUNG COURT
BuildingName,GREENWICH CENTRE
BuildingName,ON PING MANSION
BuildingName,THE SALVATION ARMY ANN WYLLIE MEMORIAL PRIMARY SCHOOL
BuildingName,LEE GA BUILDING
BuildingName,NEW JADE SHOPPING ARCADE
BuildingName,KO FUNG COURT
BuildingName,NAN CHU MANSION
BuildingName,GRANDVIEW COURT
BuildingName,WING PO MANSION
BuildingName,MANLY PLAZA PHASE I
BuildingName,WILMONT COURT
BuildingName,EVERWIN BUILDING
BuildingName,LANCASHIRE CENTRE
BuildingName,YIU WAH HSE
BuildingName,TUNG NING HSE
BuildingName,FORTUNE MANSION
BuildingName,SEAVIEW PLAZA
BuildingName,TAI WOO MANSION
BuildingName,GOLDEN CEDAR COURT
BuildingName,TUCK WUN MANSION
BuildingName,THE CHURCH OF CHRIST IN CHINA KWEI WAH SHAN COLLEGE
BuildingName,KING TSUI COURT
BuildingName,FITFORT
BuildingName,LUEN FAT LOONG INDUSTRIAL BUILDING
BuildingName,YEE TSUI HSE
BuildingName,MARINA HSE
BuildingName,FOONG SHAN MANSION
BuildingName,FORT MANSION
BuildingName,KING WAH HOUSE
BuildingName,KA HING BUILDING
BuildingName,CUMINE COURT
BuildingName,FU SHING BUILDING
BuildingName,WAN TSUI SHOPPING CENTRE
BuildingName,CHIN HING HSE
BuildingName,PIEDMONT GARDEN
BuildingName,HOMESTEAD MANSION
BuildingName,PAK YEUNG LAU
BuildingName,YIU LOK HSE
BuildingName,SZE HING INDUSTRIAL BUILDING
BuildingName,WESTLANDS CENTRE
BuildingName,SUMMIT INDUSTRIAL BUILDING
BuildingName,LIME HABITAT
BuildingName,TAI ON COURT
BuildingName,FU TIEN MANSION
BuildingName,VICTOR COURT
BuildingName,LOK'S INDUSTRIAL BUILDING
BuildingName,PO FUK BUILDING
BuildingName,GEE WING CHANG INDUSTRIAL BUILDING
BuildingName,CORNWALL COURT
BuildingName,LE RIVIERA
BuildingName,CHAI WAN MUNICIPAL SERVICES BUILDING CHAI WAN MARKET
BuildingName,FULHAM COURT
BuildingName,HOLLYWOOD COURT
BuildingName,TIN HAU TEMPLE
BuildingName,CITYBUS CHAI WAN DEPOT
BuildingName,JOCKEY CLUB SHAUKIWAN COMMUNITY CENTRE
BuildingName,CANOSSA COLLEGE
BuildingName,ASIA HARVEST COMMERCIAL CENTRE
BuildingName,SUNG FUNG COURT
BuildingName,KASHI COURT
BuildingName,THE ENDEAVOURERS LEUNG LEE SAU YU MEMORIAL PRIMARY SCHOOL
BuildingName,HONG WANG COURT
BuildingName,THE CHRISTIAN & MISSIONARY ALLIANCE SCHOLARS ANGLO-CHINESE KINDERGARTEN
BuildingName,NORTH CAPE COMMERCIAL BUILDING
BuildingName,CHINACHEM EXCHANGE SQUARE
BuildingName,WILLOW MANSION
BuildingName,HONG FAI COURT
BuildingName,ST. DOMINIC KINDERGARTEN
BuildingName,YUET CHUI COURT
BuildingName,TUNG SHING COURT
BuildingName,TUNG HEI RD PUBLIC TOILET & BATHHOUSE
BuildingName,CHEUNG PAK MANSION
BuildingName,L'AUTOMNE
BuildingName,THE CHURCH OF CHRIST IN CHINA KEI WAN PRIMARY SCHOOL
BuildingName,FORTRESS TOWER SHOPPING ARCADE
BuildingName,OXFORD HSE
BuildingName,VILLA CLAIRE
BuildingName,EMPIRE APARTMENTS
BuildingName,TRUECOURSE TOWER
BuildingName,ONE EIGHTY
BuildingName,YAT TSUI HSE
BuildingName,THE JAVA
BuildingName,TUNG KING HSE
BuildingName,YIU KWAI HSE
BuildingName,HONG KONG ART SCHOOL
BuildingName,MIDO APARTMENTS
BuildingName,HING MAN MANSION
BuildingName,HILLTOP
BuildingName,YICK CHEONG BUILDING
BuildingName,WISEMAN BUILDING
BuildingName,TAK FOOK COURT
BuildingName,YUE WAN MARKET
BuildingName,SALESIAN HOUSE OF STUDIES
BuildingName,CITYPLAZA ONE
BuildingName,YEE QUN MANSION
BuildingName,THE METHODIST CHURCH EPWORTH VILLAGE COMMUNITY CENTRE
BuildingName,CAUSEWAY BAY COMMUNITY CENTRE
BuildingName,SUMMER COURT
BuildingName,YUE YICK BUILDING
BuildingName,CHEUNG CHUK SHAN COLLEGE
BuildingName,FLORA GARDEN
BuildingName,WINNER HOUSE
BuildingName,KING'S WAY MANSION
BuildingName,QUARRY BAY SCHOOL
BuildingName,WAI HANG MANSION
BuildingName,EASTERN CENTRE
BuildingName,KOON WAH MIRRORS FACTORY(NO.2) INDUSTRIAL BUILDING
BuildingName,HOLY CROSS CENTRE
BuildingName,ARTVIEW COURT
BuildingName,CHAI WAN SWIMMING POOL
BuildingName,YAT TIEN MANSION
BuildingName,MEI TSUI HSE
BuildingName,CHAI WAN CINEMA BUILDING
BuildingName,HOI TIEN MANSION
BuildingName,BANYAN MANSION
BuildingName,WING YU LAU
BuildingName,THE EASTBORNE
BuildingName,YIU FUNG HSE
BuildingName,E-TRADE PLAZA
BuildingName,TREND CENTRE
BuildingName,MARINA LODGE
BuildingName,RICA VICTORIA
BuildingName,SUI MING HSE
BuildingName,ETERNAL BUILDING
BuildingName,CHEONG LEE BUILDING
BuildingName,DECCA INDUSTRIAL CENTRE
BuildingName,SUNVIEW INDUSTRIAL BUILDING
BuildingName,KIM FAT MANSION
BuildingName,KUT SHING STREET COOKED FOOD MARKET
BuildingName,KWUN FAI MANSION
BuildingName,FU SHING COURT
BuildingName,WO HING HSE
BuildingName,KAR MAN COURT
BuildingName,WAI WING BUILDING
BuildingName,CHOI TIEN MANSION
BuildingName,DELIGHTFUL MANSION
BuildingName,ST. JUDE'S CATHOLIC CHURCH
BuildingName,TAI HONG HSE
BuildingName,YEN KUNG MANSION
BuildingName,SHUN ON MANSION
BuildingName,SAI WAN HO HEALTH CENTRE
BuildingName,OI PO HSE
BuildingName,SIU SAI WAN SPORTS GROUND
BuildingName,BROADVIEW TERRACE
BuildingName,ONE ISLAND EAST
BuildingName,KAM WONG HSE
BuildingName,KORNHILL PLAZA - OFFICE TOWER
BuildingName,TANG KUNG MANSION
BuildingName,TAK SHOU HSE
BuildingName,KERRY CENTRE
BuildingName,OI TUNG SHOPPING CENTRE
BuildingName,KINGSWAY GARDEN
BuildingName,KA FOOK BUILDING
BuildingName,LEE TSUI HSE
BuildingName,TAK KING INDUSTRIAL BUILDING
BuildingName,YAN WAH HSE
BuildingName,NGAN CHUN HSE
BuildingName,HOLY CROSS CHURCH
BuildingName,HONG KONG CHINESE WOMEN'S CLUB HIOE TJO YOENG PRIMARY SCHOOL
BuildingName,GOLDEN PEACH COURT
BuildingName,EASTERN PLAZA
BuildingName,HKUGA PRIMARY SCHOOL
BuildingName,TUNG HIU HSE
BuildingName,MAIN BLK
BuildingName,KAILEY INDUSTRIAL CENTRE
BuildingName,THE OAKRIDGE
BuildingName,ISLAMIC KASIM TUET MEMORIAL COLLEGE
BuildingName,HAND CHEONG COURT
BuildingName,GAR LAM ANGLO-CHINESE KINDERGARTEN
BuildingName,THREE ISLAND PLACE
BuildingName,GLORY RISE
BuildingName,EASTERN HARBOUR CENTRE
BuildingName,SUPREME COMMERCIAL BUILDING
BuildingName,HONG MAN INDUSTRIAL CENTRE
BuildingName,THE SALVATION ARMY CENTALINE CHARITY FUND SCHOOL
BuildingName,VICTORIA TOWER
BuildingName,CORNELL COURT
BuildingName,SEA BREEZE COURT
BuildingName,BRAEMAR HILL SHOPPING CENTRE
BuildingName,HO KING VIEW
BuildingName,CREATIVE KINDERGARTEN
BuildingName,WALTON ESTATE COMMERCIAL COMPLEX B
BuildingName,CHEUNG LEE INDUSTRIAL BUILDING
BuildingName,CHINA RESOURCES CHAI WAN WAREHOUSE
BuildingName,TSUI LAN MANSION
BuildingName,TAK FOOK HSE
BuildingName,MANSON INDUSTRIAL BUILDING
BuildingName,JONES MANSION
BuildingName,HONG PAK MANSION
BuildingName,FU ON COURT
BuildingName,TUNG TING MANSION
BuildingName,FU KAR COURT
BuildingName,MAN KIU COLLEGE
BuildingName,NORTH POINT
BuildingName,KWAI TSUI HSE
BuildingName,FORTRESS HEIGHTS
BuildingName,KWONG SHUN BUILDING
BuildingName,FRENCH INTERNATIONAL SCHOOL
BuildingName,DEVON HSE
BuildingName,MOUNT PARKER RESIDENCES
BuildingName,FOON YAN HSE
BuildingName,SUN TAK HOUSE
BuildingName,HEALTH MANSION
BuildingName,BAPTIST PUI LI SCHOOL
BuildingName,YIU TSUI HSE
BuildingName,K WAH CENTRE
BuildingName,WAH TAI MANSION
BuildingName,HAN KUNG MANSION
BuildingName,MARIGOLD MANSION
BuildingName,NAM TIEN MANSION
BuildingName,WINNER SHOPPING ARCADE
BuildingName,PRIMROSE MANSION
BuildingName,TEEMKO COURT
BuildingName,WORKINGBERG COMMERCIAL BUILDING
BuildingName,ALDRICH BAY INTEGRATED SERVICES BUILDING
BuildingName,PO LEE BUILDING
BuildingName,HAPPY HOUSE
BuildingName,HOI ON BUILDING
BuildingName,KIANGSU CHEKIANG COLLEGE
BuildingName,KOREAN INTERNATIONAL SCHOOL
BuildingName,WISTERIA MANSION
BuildingName,MAPLE MANSION
BuildingName,GALA GARDEN
BuildingName,SUM LUNG INDUSTRIAL BUILDING
BuildingName,IBIS NORTH POINT
BuildingName,FU BON COURT
BuildingName,MAN FOONG INDUSTRIAL BUILDING
BuildingName,HAKING
BuildingName,CARITAS LOK YI SCHOOL
BuildingName,HONG YAN COURT
BuildingName,SHAUKIWAN TSUNG TSIN SCHOOL
BuildingName,WAH SHUN GARDENS
BuildingName,HIU TAO HOUSE
BuildingName,HONG KONG FUNERAL HOME
BuildingName,SEAVIEW GARDEN
BuildingName,AROMA COURT
BuildingName,CONCORD COMMERCIAL BUILDING
BuildingName,YIU MING HSE
BuildingName,HUA HAI BUILDING
BuildingName,HIN TSUI HSE
BuildingName,CHAI WAN MUNICIPAL SERVICES BUILDING
BuildingName,ODEON BUILDING
BuildingName,SHETLAND
BuildingName,S.K.H. ST. MICHAEL'S PRIMARY SCHOOL
BuildingName,QUARRY BAY COMMUNITY COMPLEX
BuildingName,OI YUK HSE
BuildingName,YIU CHEONG HSE
BuildingName,MAY WAH HSE
BuildingName,NAM FUNG COURT
BuildingName,YEE BO MANSION
BuildingName,KWUN HOI MANSION
BuildingName,SENIOR STAFF QUARTERS BLK F
BuildingName,MARBLE PLACE
BuildingName,STAR OF THE SEA CHURCH
BuildingName,PCCW TOWER
BuildingName,BERKSHIRE HOUSE
BuildingName,KING HEI HSE
BuildingName,YUAN KUNG MANSION
BuildingName,LEN SHING INDUSTRIAL CENTRE
BuildingName,KIANGSU & CHEKIANG BUILDING
BuildingName,CHINESE METHODIST SCHOOL - NORTH POINT
BuildingName,FU WAI COURT
BuildingName,MING YUET BUILDING
BuildingName,SAU FUNG HSE
BuildingName,CANOSSA SCHOOL
BuildingName,FU MING COURT
BuildingName,HONG CHI COURT
BuildingName,KING'S PARK LANE
BuildingName,DELIA MEMORIAL SCH
BuildingName,NORTH POINT GOODVIEW CENTRE
BuildingName,THE WHARF
BuildingName,OLYMPIA PLAZA
BuildingName,SHAU KEI WAN JOCKEY CLUB POLYCLINIC
BuildingName,GLORY INDUSTRIAL BUILDING
BuildingName,HONG KONG
BuildingName,CHEUNG WAH INDUSTRIAL BUILDING
BuildingName,CHI SING MANSION
BuildingName,TSUI LAM HSE
BuildingName,PUI KIU MIDDLE SCHOOL
BuildingName,ON HIU MANSION
BuildingName,PARAMOUNT BUILDING
BuildingName,TAI FOO HSE
BuildingName,KAM SHAN MANSION
BuildingName,YAT YEE HSE
BuildingName,ASIA MANSIONS KINGSQUARE
BuildingName,RESIDENTIAL & AMENITIES COMPLEX
BuildingName,WINNER HOUSE & WANG ON COURT
BuildingName,ELSA HIGH SCHOOL & KELLETT SCHOOL
BuildingName,SCENIC HORIZON
BuildingName,HING WAH PLAZA
BuildingName,LINCOLN HSE
BuildingName,1063 KING'S RD
BuildingName,AIA TOWER
BuildingName,SAI WAN HO PLAZA
BuildingName,MEGA-IADVANTAGE
BuildingName,ST. MARK'S PRIMARY SCHOOL
BuildingName,LE PRINTEMPS
BuildingName,KENTHILL MANSION
BuildingName,CHINA UNITED CENTRE
BuildingName,TAK LUK HSE
BuildingName,YIU FOOK HSE
BuildingName,GREENWOOD TERRACE COMMERCIAL BLK
BuildingName,HONG TAT COURT
BuildingName,TWO ISLAND PLACE
BuildingName,CARNIVAL COMMERCIAL BUILDING
BuildingName,ON MING MANSION
BuildingName,YAT HEI HSE
BuildingName,ELGAR MANSION
BuildingName,WANG FAI MANSION
BuildingName,VICKY COURT
BuildingName,KWUN FUNG MANSION
BuildingName,TAI SHUN HSE
BuildingName,WAH SHAN MANSION
BuildingName,ROTARY CLUB OF H.K. ISLAND WEST HONG CHI MORNINGHOPE SCHOOL
BuildingName,HENAN ELECTRIC DEVELOPMENT BUILDING
BuildingName,HOI FUNG CENTRE
BuildingName,COMFORT HEIGHTS
BuildingName,PARADISE MALL
BuildingName,CHEUNG YICK INDUSTRIAL BUILDING
BuildingName,HONOUR INDUSTRIAL CENTRE
BuildingName,CITY GARDEN SHOPPING CENTRE
BuildingName,KIANGSU-CHEKIANG SCHOOL NURSERY KG PRIMARY & INT'L SECTION
BuildingName,BLOSSOM MANSION
BuildingName,MTR HENG FA CHUEN STATION
BuildingName,HONG KONG INSTITUTE OF VOCATIONAL EDUCATION
BuildingName,MING COURT
BuildingName,HENG FA CHUEN CLUB
BuildingName,CHEONG YEE HSE
BuildingName,EAST PAVILION
BuildingName,HONG CHEUNG COURT
BuildingName,KING YU COURT
BuildingName,MAN YAT HSE
BuildingName,CCC KEI WAN PRIMARY SCHOOL(ALDRICH BAY)
BuildingName,HING TSUI HSE
BuildingName,HIU FUNG HSE
BuildingName,YUK TAO HOUSE
BuildingName,LINGNAN DAY NURSERY & KINDERGARTEN
BuildingName,THE HONG KONG FEDERATION OF YOUTH GROUPS BUILDING
BuildingName,LOK HING HSE
BuildingName,KORNHILL APARTMENTS
BuildingName,FORTRESS HILL METHODIST SECONDARY SCHOOL
BuildingName,ISLAND RESORT MALL
BuildingName,S.K.H. LI FOOK HING SECONDARY SCHOOL
BuildingName,LEI YUE MUN PUBLIC RIDING SCHOOL
BuildingName,MAN CHAK HSE
BuildingName,HORIZON EAST
BuildingName,SHAMA ISLAND NORTH
BuildingName,CHINA TAIPING FINANCE CENTRE
BuildingName,TAI PING MARKET
BuildingName,WING SHUN MANSION
BuildingName,FAI TAO HOUSE
BuildingName,CHI KO INDUSTRIAL BUILDING
BuildingName,LEE & MAN COMMERCIAL CENTER
BuildingName,SUNNY HOUSE
BuildingName,JAVA ROAD MUNICIPAL SERVICES BUILDING
BuildingName,YAT SING MANSION
BuildingName,SIU SAI WAN PLAZA
BuildingName,CHINESE INTERNATIONAL SCHOOL
BuildingName,WELFORD COURT
BuildingName,TIEN SING MANSION
BuildingName,CHING WAH MANSION
BuildingName,TUNG HONG BUILDING
BuildingName,PCCW TOWER & DORSET HSE
BuildingName,MANLY PLAZA PHASE II
BuildingName,WING WAH INDUSTRIAL BUILDING
BuildingName,HANG LUNG BANK EASTERN BRANCH BUILDING
BuildingName,TSUI YING HSE
BuildingName,SUI KEUNG HSE
BuildingName,TAI HONG ST FERRY PIER
BuildingName,TSUI LUK HSE
BuildingName,NORTH POINT KAI FONG ASSOCIATION MADAM CHAN WAI CHOW MEMORIAL SCHOOL
BuildingName,SHELL INDUSTRIAL BUILDING
BuildingName,NGAN SING MANSION
BuildingName,EAST 17
BuildingName,YAN WO BUILDING
BuildingName,YIU ON HSE
BuildingName,YIU TUNG SHOPPING CENTRE
BuildingName,NPAC
BuildingName,YING TAO HOUSE
BuildingName,SINO FAVOUR CENTRE
BuildingName,WAN POON HSE
BuildingName,WAN YING HSE
BuildingName,ICLUB FORTRESS HILL HOTEL
BuildingName,ISLAND RESIDENCE
BuildingName,SIU SAI WAN COMPLEX
BuildingName,MOUNT EAST
BuildingName,PARKER 33
BuildingName,LINGNAN SECONDARY SCHOOL
BuildingName,RESEARCH COMPLEX
BuildingName,K11 ATELIER KING'S ROAD
BuildingName,YOUTH OUTREACH JOCKEY CLUB BUILDING
BuildingName,TECHNOLOGICAL AND HIGHER EDUCATION INSTITUTE OF HONG KONG
BuildingName,BELILIOS PUBLIC SCHOOL
BuildingName,HARMONY PLACE
BuildingName,CLEMENTI SECONDARY SCHOOL
BuildingName,WAH YAN HOUSE
BuildingName,HONG KONG ASSOCIATION OF YOUTH DEVELOPMENT TRAINING CENTRE
BuildingName,MONTI
BuildingName,YOUTH SQUARE
BuildingName,BEAK TERRACE
BuildingName,I-UNIQ RESIDENCE
BuildingName,JOHNSON PLACE
BuildingName,KA YU BUILDING
BuildingName,NOVUM EAST
BuildingName,H21
BuildingName,SILVER LOFT
BuildingName,PUN U ASSOCIATION WAH YAN PRIMARY SCHOOL
BuildingName,HARBOUR NORTH PHASE 3
BuildingName,HYATT CENTRIC VICTORIA HARBOUR HONG KONG
BuildingName,LIN TSUI HOUSE
BuildingName,383 KING'S ROAD
BuildingName,HONG KONG LI-NING BUILDING
BuildingName,VICTORIA HARBOUR RESIDENCE
BuildingName,HARBOUR NORTH PHASE 1
BuildingName,M1 HOTEL NORTH POINT
BuildingName,GRAND METRO EAST
BuildingName,NORTH POINT METHODIST PRIMARY SCHOOL
BuildingName,PRINCETON RESIDENCE
BuildingName,LIBRARY COMPLEX & STAFF'S QUARTERS
BuildingName,KORNHILL ANGLO-CHINESE KINDERGARTEN
BuildingName,ELEGANCE PRINTING CENTRE
BuildingName,SHAUKIWAN CENTRE SHOPPING ARCADE
BuildingName,HONG KONG SOCIETY FOR THE PROTECTION OF CHILDREN SIA SHAUKIWAN DAY CRECHE CENTRE
BuildingName,YUE CHUN HOUSE
BuildingName,KODAK HOUSE II
BuildingName,TWO TAIKOO PLACE
BuildingName,ASCOTT
BuildingName,NORTH POINT METHODIST CHURCH
BuildingName,THE TANNER HILL TOWER 1
BuildingName,THE TANNER HILL TOWER 2
BuildingName,NEW LANTAO BUS CO. SIU HO WAN DEPOT
BuildingName,CHEUNG CHAU NORTH SUBSTATION
BuildingName,FA PENG KNOLL BLOCK 14
BuildingName,COASTAL SKYLINE CLUB HOUSE
BuildingName,AIRPORT POLICE STATION
BuildingName,AIRPORT FIRE CONTINGENT WEST SEA RESCUE BERTH
BuildingName,FA PENG KNOLL BLOCK 15
BuildingName,FORTUNE VILLA SUBSTATION
BuildingName,SOUTHERN COMMON USE ANTENNA FARM
BuildingName,CRESTMONT VILLA BLOCK 11
BuildingName,HONG KONG INTERNATIONAL AIRPORT GATEHOUSE 3
BuildingName,TAI HO OFFTAKE AND PIGGING STATION
BuildingName,HONG KONG INTERNATIONAL AIRPORT GATEHOUSE 2
BuildingName,GRANDVIEW MANSION
BuildingName,SEA VIEW VILLAS HOUSE B4
BuildingName,SIU HO WAN GOVERNMENT MAINTENANCE DEPOT
BuildingName,SEA VIEW VILLAS HOUSE B5
BuildingName,AIR MAIL CENTRE
BuildingName,PENG CHAU MUNICIPAL SERVICES BUILDING
BuildingName,BUTTERFLY CREST BLOCK 10
BuildingName,BUTTERFLY CREST BLOCK 1
BuildingName,HOI FUK VILLA BLOCK D2
BuildingName,TINFORD GARDEN BLOCK 21
BuildingName,PAK SHE SEWAGE PUMPING STATION
BuildingName,HONG KONG INTERNATIONAL AIRPORT CAR PARK 4
BuildingName,FA PENG KNOLL BLOCK 11
BuildingName,GOLD LAKE GARDEN
BuildingName,BUTTERFLY CREST BLOCK 17
BuildingName,SEA VIEW VILLAS HOUSE B3
BuildingName,FA PENG KNOLL BLOCK 4
BuildingName,LA VISTA BLOCK 6A
BuildingName,SILVER PEARL MANSION
BuildingName,SEA VIEW VILLAS HOUSE B2
BuildingName,COASTAL SKYLINE CAR PARK
BuildingName,JOINT MOVEMENTS UNIT
BuildingName,PENG CHAU FIRE STATION
BuildingName,JARDINES PIPE DREAM
BuildingName,BURNSIDE
BuildingName,TUNG CHUNG CRESCENT BLOCK 6
BuildingName,LA VISTA BLOCK 10B
BuildingName,BELLEVUE GARDEN BLOCK 7B
BuildingName,BELLEVUE GARDEN BLOCK 1
BuildingName,BELLEVUE GARDEN BLOCK 9B
BuildingName,LA VISTA BLOCK 11B
BuildingName,HOI FUK VILLA BLOCK G2
BuildingName,BELLEVUE GARDEN BLOCK 9A
BuildingName,SEA VIEW VILLAS BLOCK 1
BuildingName,PENG CHAU FRESH WATER PUMPING STATION
BuildingName,SILVERMINE BAY TELEPHONE EXCHANGE
